rank,uuid,collection_filter,canonical_id,expected_title,expected_year,expected_number,title,observed_act_id,observed_act_year,observed_act_number,collection,state_name,no_of_section,handle,last_modified,api_url,public_url,sections_url,schedules_url,inventory_source_blob_sha256,raw_blob_sha256
503,39c10750-25da-477d-87ea-21084d8f9e89,ACT,,,,,"The Textiles Committee Act, 1963",AC_CEN_20_25_00001_196341_1517807318207,1963,41,ACT,CENTRAL,,123456789/496093,,https://indiacode.gov.in/server/api/core/items/39c10750-25da-477d-87ea-21084d8f9e89,https://indiacode.gov.in/act/39c10750-25da-477d-87ea-21084d8f9e89,https://indiacode.gov.in/act/39c10750-25da-477d-87ea-21084d8f9e89/sections,https://indiacode.gov.in/act/39c10750-25da-477d-87ea-21084d8f9e89/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
504,5e69d11a-63e7-4a63-b86f-e063bcdeaee2,ACT,,,,,"The Limitation Act, 1963",AC_CEN_3_20_00005_196336_1517807319297,1963,36,ACT,CENTRAL,,123456789/496389,,https://indiacode.gov.in/server/api/core/items/5e69d11a-63e7-4a63-b86f-e063bcdeaee2,https://indiacode.gov.in/act/5e69d11a-63e7-4a63-b86f-e063bcdeaee2,https://indiacode.gov.in/act/5e69d11a-63e7-4a63-b86f-e063bcdeaee2/sections,https://indiacode.gov.in/act/5e69d11a-63e7-4a63-b86f-e063bcdeaee2/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
505,caf6c973-6d87-4bac-a3c1-d700d831f5e0,ACT,,,,,"The Export (Quality Control and Inspection) Act, 1963",AC_CEN_11_12_00004_196322_1517807320141,1963,22,ACT,CENTRAL,,123456789/495954,,https://indiacode.gov.in/server/api/core/items/caf6c973-6d87-4bac-a3c1-d700d831f5e0,https://indiacode.gov.in/act/caf6c973-6d87-4bac-a3c1-d700d831f5e0,https://indiacode.gov.in/act/caf6c973-6d87-4bac-a3c1-d700d831f5e0/sections,https://indiacode.gov.in/act/caf6c973-6d87-4bac-a3c1-d700d831f5e0/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
506,14958e7d-71fb-4e4f-a358-32c3eb8e69f8,ACT,,,,,"The Government of Union Territories Act, 1963",AC_CEN_5_5_00002_196320_1517807317637,1963,20,ACT,CENTRAL,,123456789/496590,,https://indiacode.gov.in/server/api/core/items/14958e7d-71fb-4e4f-a358-32c3eb8e69f8,https://indiacode.gov.in/act/14958e7d-71fb-4e4f-a358-32c3eb8e69f8,https://indiacode.gov.in/act/14958e7d-71fb-4e4f-a358-32c3eb8e69f8/sections,https://indiacode.gov.in/act/14958e7d-71fb-4e4f-a358-32c3eb8e69f8/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
507,dd1d2a69-06dd-462c-aafa-2d6240579cb1,ACT,,,,,"The Official Languages Act, 1963",AC_CEN_5_39_00001_196319_1517807319151,1963,19,ACT,CENTRAL,,123456789/496575,,https://indiacode.gov.in/server/api/core/items/dd1d2a69-06dd-462c-aafa-2d6240579cb1,https://indiacode.gov.in/act/dd1d2a69-06dd-462c-aafa-2d6240579cb1,https://indiacode.gov.in/act/dd1d2a69-06dd-462c-aafa-2d6240579cb1/sections,https://indiacode.gov.in/act/dd1d2a69-06dd-462c-aafa-2d6240579cb1/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
508,bdf4f76e-723e-424d-826c-6b7b18b04e66,ACT,,,,,"The Marine Insurance Act, 1963",AC_CEN_2_11_00006_196311_1517807318286,1963,11,ACT,CENTRAL,,123456789/496226,,https://indiacode.gov.in/server/api/core/items/bdf4f76e-723e-424d-826c-6b7b18b04e66,https://indiacode.gov.in/act/bdf4f76e-723e-424d-826c-6b7b18b04e66,https://indiacode.gov.in/act/bdf4f76e-723e-424d-826c-6b7b18b04e66/sections,https://indiacode.gov.in/act/bdf4f76e-723e-424d-826c-6b7b18b04e66/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
509,cda1ed14-6bf9-4f1a-b6b0-8a016acc9fa8,ACT,,,,,"The Warehousing Corporations Act, 1962",AC_CEN_21_28_00005_196258_1517807321370,1962,58,ACT,CENTRAL,,123456789/496108,,https://indiacode.gov.in/server/api/core/items/cda1ed14-6bf9-4f1a-b6b0-8a016acc9fa8,https://indiacode.gov.in/act/cda1ed14-6bf9-4f1a-b6b0-8a016acc9fa8,https://indiacode.gov.in/act/cda1ed14-6bf9-4f1a-b6b0-8a016acc9fa8/sections,https://indiacode.gov.in/act/cda1ed14-6bf9-4f1a-b6b0-8a016acc9fa8/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
510,7a05182a-2908-467d-8fb6-9251f9d54e53,ACT,,,,,"The Delhi Motor Vehicles Taxation Act, 1962",AC_CEN_7_7_00001_196257_1517807317320,1962,57,ACT,CENTRAL,,123456789/496715,,https://indiacode.gov.in/server/api/core/items/7a05182a-2908-467d-8fb6-9251f9d54e53,https://indiacode.gov.in/act/7a05182a-2908-467d-8fb6-9251f9d54e53,https://indiacode.gov.in/act/7a05182a-2908-467d-8fb6-9251f9d54e53/sections,https://indiacode.gov.in/act/7a05182a-2908-467d-8fb6-9251f9d54e53/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
511,c1b65e5a-e0a8-46cc-921a-7ac64f0d1f0d,ACT,,,,,"The State-Associated Banks (Miscellaneous Provisions) Act, 1962",AC_CEN_2_11_00030_196256_1517807322465,1962,56,ACT,CENTRAL,,123456789/496249,,https://indiacode.gov.in/server/api/core/items/c1b65e5a-e0a8-46cc-921a-7ac64f0d1f0d,https://indiacode.gov.in/act/c1b65e5a-e0a8-46cc-921a-7ac64f0d1f0d,https://indiacode.gov.in/act/c1b65e5a-e0a8-46cc-921a-7ac64f0d1f0d/sections,https://indiacode.gov.in/act/c1b65e5a-e0a8-46cc-921a-7ac64f0d1f0d/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
512,5b38b7b8-6708-4630-85d2-8b14a28e53d3,ACT,,,,,"The Customs Act, 1962",AC_CEN_2_2_00042_196252_1534829466423,1962,52,ACT,CENTRAL,0,123456789/496309,,https://indiacode.gov.in/server/api/core/items/5b38b7b8-6708-4630-85d2-8b14a28e53d3,https://indiacode.gov.in/act/5b38b7b8-6708-4630-85d2-8b14a28e53d3,https://indiacode.gov.in/act/5b38b7b8-6708-4630-85d2-8b14a28e53d3/sections,https://indiacode.gov.in/act/5b38b7b8-6708-4630-85d2-8b14a28e53d3/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
513,db8d9d24-68a0-45df-a561-a2be57e00c6b,ACT,,,,,"The Manipur (Sales of Motor Spirit and Lubricants) Taxation Act, 1962",AC_CEN_2_2_00020_196255_1517807322221,1962,55,ACT,CENTRAL,,123456789/496287,,https://indiacode.gov.in/server/api/core/items/db8d9d24-68a0-45df-a561-a2be57e00c6b,https://indiacode.gov.in/act/db8d9d24-68a0-45df-a561-a2be57e00c6b,https://indiacode.gov.in/act/db8d9d24-68a0-45df-a561-a2be57e00c6b/sections,https://indiacode.gov.in/act/db8d9d24-68a0-45df-a561-a2be57e00c6b/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
514,8510bbfc-a600-4b2e-8780-8fd3cd581d26,ACT,,,,,"The Petroleum and Minerals Pipelines (Acquisition of Right of User in Land) Act, 1962",AC_CEN_32_50_00004_196250_1517807322318,1962,50,ACT,CENTRAL,,123456789/496349,,https://indiacode.gov.in/server/api/core/items/8510bbfc-a600-4b2e-8780-8fd3cd581d26,https://indiacode.gov.in/act/8510bbfc-a600-4b2e-8780-8fd3cd581d26,https://indiacode.gov.in/act/8510bbfc-a600-4b2e-8780-8fd3cd581d26/sections,https://indiacode.gov.in/act/8510bbfc-a600-4b2e-8780-8fd3cd581d26/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
515,7f78cb0f-36de-46a3-b1f1-544b06953763,ACT,,,,,"The Pondicherry (Administration)  Act, 1962",AC_CEN_5_5_00005_196249_1517807318076,1962,49,ACT,CENTRAL,,123456789/496593,,https://indiacode.gov.in/server/api/core/items/7f78cb0f-36de-46a3-b1f1-544b06953763,https://indiacode.gov.in/act/7f78cb0f-36de-46a3-b1f1-544b06953763,https://indiacode.gov.in/act/7f78cb0f-36de-46a3-b1f1-544b06953763/sections,https://indiacode.gov.in/act/7f78cb0f-36de-46a3-b1f1-544b06953763/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
516,f9d74c70-62ec-4a60-815c-fbe087069ecb,ACT,,,,,"The Foreigners Law (Application and Amendment) Act, 1962",AC_CEN_5_23_00045_196242_1673602097671,1962,42,ACT,CENTRAL,0,123456789/496546,,https://indiacode.gov.in/server/api/core/items/f9d74c70-62ec-4a60-815c-fbe087069ecb,https://indiacode.gov.in/act/f9d74c70-62ec-4a60-815c-fbe087069ecb,https://indiacode.gov.in/act/f9d74c70-62ec-4a60-815c-fbe087069ecb/sections,https://indiacode.gov.in/act/f9d74c70-62ec-4a60-815c-fbe087069ecb/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
517,0fb16574-c836-48c9-8348-732581b74c6f,ACT,,,,,"The Atomic Energy Act, 1962",AC_CEN_38_63_00001_196233_1517807321654,1962,33,ACT,CENTRAL,,123456789/496379,,https://indiacode.gov.in/server/api/core/items/0fb16574-c836-48c9-8348-732581b74c6f,https://indiacode.gov.in/act/0fb16574-c836-48c9-8348-732581b74c6f,https://indiacode.gov.in/act/0fb16574-c836-48c9-8348-732581b74c6f/sections,https://indiacode.gov.in/act/0fb16574-c836-48c9-8348-732581b74c6f/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
518,ba4e2465-97c0-40ce-96d9-cb555ffe52c9,ACT,,,,,"The Extradition Act, 1962",AC_CEN_10_10_00009_196234_1517807322487,1962,34,ACT,CENTRAL,,123456789/495941,,https://indiacode.gov.in/server/api/core/items/ba4e2465-97c0-40ce-96d9-cb555ffe52c9,https://indiacode.gov.in/act/ba4e2465-97c0-40ce-96d9-cb555ffe52c9,https://indiacode.gov.in/act/ba4e2465-97c0-40ce-96d9-cb555ffe52c9/sections,https://indiacode.gov.in/act/ba4e2465-97c0-40ce-96d9-cb555ffe52c9/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
519,af31e783-4ee0-4489-9623-b8bb35185046,ACT,,,,,"The State of Nagaland Act, 1962",AC_CEN_5_5_00025_196227_1517807321413,1962,27,ACT,CENTRAL,,123456789/496610,,https://indiacode.gov.in/server/api/core/items/af31e783-4ee0-4489-9623-b8bb35185046,https://indiacode.gov.in/act/af31e783-4ee0-4489-9623-b8bb35185046,https://indiacode.gov.in/act/af31e783-4ee0-4489-9623-b8bb35185046/sections,https://indiacode.gov.in/act/af31e783-4ee0-4489-9623-b8bb35185046/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
520,b12ba44a-a00b-4c7a-a41e-e61e6694c6b5,ACT,,,,,"The National Co-operative Development Corporation Act, 1962",AC_CEN_18_21_00001_196226_1517807317885,1962,26,ACT,CENTRAL,,123456789/496054,,https://indiacode.gov.in/server/api/core/items/b12ba44a-a00b-4c7a-a41e-e61e6694c6b5,https://indiacode.gov.in/act/b12ba44a-a00b-4c7a-a41e-e61e6694c6b5,https://indiacode.gov.in/act/b12ba44a-a00b-4c7a-a41e-e61e6694c6b5/sections,https://indiacode.gov.in/act/b12ba44a-a00b-4c7a-a41e-e61e6694c6b5/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
521,70653bd5-1e5a-4fb5-ba56-eb835c639fe4,ACT,,,,,"The Hindi Sahitya Sammelan Act, 1962",AC_CEN_9_9_00005_196213_1517807322380,1962,13,ACT,CENTRAL,,123456789/496773,,https://indiacode.gov.in/server/api/core/items/70653bd5-1e5a-4fb5-ba56-eb835c639fe4,https://indiacode.gov.in/act/70653bd5-1e5a-4fb5-ba56-eb835c639fe4,https://indiacode.gov.in/act/70653bd5-1e5a-4fb5-ba56-eb835c639fe4/sections,https://indiacode.gov.in/act/70653bd5-1e5a-4fb5-ba56-eb835c639fe4/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
522,745db3d2-e163-491d-9f5d-d412f6e49f01,ACT,,,,,"The Goa, Daman and Diu (Administration) Act, 1962",AC_CEN_5_5_00029_196201_1517807321884,1962,1,ACT,CENTRAL,,123456789/496613,,https://indiacode.gov.in/server/api/core/items/745db3d2-e163-491d-9f5d-d412f6e49f01,https://indiacode.gov.in/act/745db3d2-e163-491d-9f5d-d412f6e49f01,https://indiacode.gov.in/act/745db3d2-e163-491d-9f5d-d412f6e49f01/sections,https://indiacode.gov.in/act/745db3d2-e163-491d-9f5d-d412f6e49f01/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
523,b9d0ecc1-ab7d-49df-ac2c-ed46bc19a84d,ACT,,,,,"The Institutes of Technology Act, 1961",AC_CEN_9_30_00018_196159_1517807324881,1961,59,ACT,CENTRAL,,123456789/496744,,https://indiacode.gov.in/server/api/core/items/b9d0ecc1-ab7d-49df-ac2c-ed46bc19a84d,https://indiacode.gov.in/act/b9d0ecc1-ab7d-49df-ac2c-ed46bc19a84d,https://indiacode.gov.in/act/b9d0ecc1-ab7d-49df-ac2c-ed46bc19a84d/sections,https://indiacode.gov.in/act/b9d0ecc1-ab7d-49df-ac2c-ed46bc19a84d/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
524,ae2b0d24-070a-4d98-b714-767e759bb2b5,ACT,,,,,"The Apprentices Act, 1961",AC_CEN_6_6_00016_196152_1517807321778,1961,52,ACT,CENTRAL,,123456789/496706,,https://indiacode.gov.in/server/api/core/items/ae2b0d24-070a-4d98-b714-767e759bb2b5,https://indiacode.gov.in/act/ae2b0d24-070a-4d98-b714-767e759bb2b5,https://indiacode.gov.in/act/ae2b0d24-070a-4d98-b714-767e759bb2b5/sections,https://indiacode.gov.in/act/ae2b0d24-070a-4d98-b714-767e759bb2b5/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
525,14165bf0-a7a5-45a4-b35d-821ab362122c,ACT,,,,,"The Deposit Insurance and Credit Guarantee Corporation Act, 1961",AC_CEN_2_11_00020_196147_1517807321164,1961,47,ACT,CENTRAL,,123456789/496238,,https://indiacode.gov.in/server/api/core/items/14165bf0-a7a5-45a4-b35d-821ab362122c,https://indiacode.gov.in/act/14165bf0-a7a5-45a4-b35d-821ab362122c,https://indiacode.gov.in/act/14165bf0-a7a5-45a4-b35d-821ab362122c/sections,https://indiacode.gov.in/act/14165bf0-a7a5-45a4-b35d-821ab362122c/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
526,15562456-7b78-4692-bc4e-25cb66837d81,ACT,,,,,"The Voluntary Surrender of Salaries (Exemption from Taxation) Act, 1961",AC_CEN_2_2_00019_196146_1517807321153,1961,46,ACT,CENTRAL,,123456789/496286,,https://indiacode.gov.in/server/api/core/items/15562456-7b78-4692-bc4e-25cb66837d81,https://indiacode.gov.in/act/15562456-7b78-4692-bc4e-25cb66837d81,https://indiacode.gov.in/act/15562456-7b78-4692-bc4e-25cb66837d81/sections,https://indiacode.gov.in/act/15562456-7b78-4692-bc4e-25cb66837d81/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
527,0cde0667-3e5f-4692-8609-220da52a3778,ACT,,,,,"The Dadra and Nagar Haveli Act, 1961",AC_CEN_5_5_00019_196135_1517807320493,1961,35,ACT,CENTRAL,,123456789/496604,,https://indiacode.gov.in/server/api/core/items/0cde0667-3e5f-4692-8609-220da52a3778,https://indiacode.gov.in/act/0cde0667-3e5f-4692-8609-220da52a3778,https://indiacode.gov.in/act/0cde0667-3e5f-4692-8609-220da52a3778/sections,https://indiacode.gov.in/act/0cde0667-3e5f-4692-8609-220da52a3778/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
528,2361e288-857f-44ee-af2b-a07e3172dba4,ACT,,,,,"The Union Territories (Stamp and Court-fees Laws) Act, 1961",AC_CEN_3_3_00028_196133_1673601905242,1961,33,ACT,CENTRAL,0,123456789/496487,,https://indiacode.gov.in/server/api/core/items/2361e288-857f-44ee-af2b-a07e3172dba4,https://indiacode.gov.in/act/2361e288-857f-44ee-af2b-a07e3172dba4,https://indiacode.gov.in/act/2361e288-857f-44ee-af2b-a07e3172dba4/sections,https://indiacode.gov.in/act/2361e288-857f-44ee-af2b-a07e3172dba4/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
529,212a5aa9-32dc-43ee-8400-8b45bee98c2d,ACT,,,,,"The Delhi (Urban Areas) Tenant's Relief Act, 1961",AC_CEN_17_19_00018_196130_1517807324533,1961,30,ACT,CENTRAL,,123456789/496042,,https://indiacode.gov.in/server/api/core/items/212a5aa9-32dc-43ee-8400-8b45bee98c2d,https://indiacode.gov.in/act/212a5aa9-32dc-43ee-8400-8b45bee98c2d,https://indiacode.gov.in/act/212a5aa9-32dc-43ee-8400-8b45bee98c2d/sections,https://indiacode.gov.in/act/212a5aa9-32dc-43ee-8400-8b45bee98c2d/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
530,8dc8e1b4-7147-45ea-9e82-5911aa3816d4,ACT,,,,,"The Dowry Prohibition Act, 1961",AC_CEN_13_14_00003_196128_1517807322681,1961,28,ACT,CENTRAL,,123456789/496002,,https://indiacode.gov.in/server/api/core/items/8dc8e1b4-7147-45ea-9e82-5911aa3816d4,https://indiacode.gov.in/act/8dc8e1b4-7147-45ea-9e82-5911aa3816d4,https://indiacode.gov.in/act/8dc8e1b4-7147-45ea-9e82-5911aa3816d4/sections,https://indiacode.gov.in/act/8dc8e1b4-7147-45ea-9e82-5911aa3816d4/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
531,417cb82a-692f-46a2-b0e4-dc296a44cf6a,ACT,,,,,"The Advocates Act, 1961",AC_CEN_3_46_00001_196125_1517807320172,1961,25,ACT,CENTRAL,,123456789/496491,,https://indiacode.gov.in/server/api/core/items/417cb82a-692f-46a2-b0e4-dc296a44cf6a,https://indiacode.gov.in/act/417cb82a-692f-46a2-b0e4-dc296a44cf6a,https://indiacode.gov.in/act/417cb82a-692f-46a2-b0e4-dc296a44cf6a/sections,https://indiacode.gov.in/act/417cb82a-692f-46a2-b0e4-dc296a44cf6a/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
532,5daaccfe-d19e-4a4d-a710-385202e2a13d,ACT,,,,,"The Salar Jung Museum Act, 1961",AC_CEN_27_37_00005_196126_1517807321037,1961,26,ACT,CENTRAL,,123456789/496186,,https://indiacode.gov.in/server/api/core/items/5daaccfe-d19e-4a4d-a710-385202e2a13d,https://indiacode.gov.in/act/5daaccfe-d19e-4a4d-a710-385202e2a13d,https://indiacode.gov.in/act/5daaccfe-d19e-4a4d-a710-385202e2a13d/sections,https://indiacode.gov.in/act/5daaccfe-d19e-4a4d-a710-385202e2a13d/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
533,0df8e95b-f3aa-4034-88ea-a4d77be605d3,ACT,,,,,"The Preference Shares (Regulation of Dividends) Act, 1960",AC_CEN_22_0_00013_196063_1528788920819,1960,63,ACT,CENTRAL,0,123456789/496122,,https://indiacode.gov.in/server/api/core/items/0df8e95b-f3aa-4034-88ea-a4d77be605d3,https://indiacode.gov.in/act/0df8e95b-f3aa-4034-88ea-a4d77be605d3,https://indiacode.gov.in/act/0df8e95b-f3aa-4034-88ea-a4d77be605d3/sections,https://indiacode.gov.in/act/0df8e95b-f3aa-4034-88ea-a4d77be605d3/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
534,6f1263d6-66e9-45d5-8ce7-a38400ac3a87,ACT,,,,,"The Acquired Territories (Merger) Act, 1960",AC_CEN_5_5_000010_196064_1517807319109,1960,64,ACT,CENTRAL,,123456789/496588,,https://indiacode.gov.in/server/api/core/items/6f1263d6-66e9-45d5-8ce7-a38400ac3a87,https://indiacode.gov.in/act/6f1263d6-66e9-45d5-8ce7-a38400ac3a87,https://indiacode.gov.in/act/6f1263d6-66e9-45d5-8ce7-a38400ac3a87/sections,https://indiacode.gov.in/act/6f1263d6-66e9-45d5-8ce7-a38400ac3a87/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
535,c6484a84-a8ba-47f3-b07d-7f432921640c,ACT,,,,,"The Prevention of Cruelty to Animals Act, 1960",AC_CEN_16_18_00001_196059_1517807317734,1960,59,ACT,CENTRAL,,123456789/496022,,https://indiacode.gov.in/server/api/core/items/c6484a84-a8ba-47f3-b07d-7f432921640c,https://indiacode.gov.in/act/c6484a84-a8ba-47f3-b07d-7f432921640c,https://indiacode.gov.in/act/c6484a84-a8ba-47f3-b07d-7f432921640c/sections,https://indiacode.gov.in/act/c6484a84-a8ba-47f3-b07d-7f432921640c/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
536,12b12b76-b26b-460e-aee8-adf3c3374b01,ACT,,,,,"The Tripura Land Revenue and Land Reforms Act, 1960",AC_CEN_18_21_00012_196043_1528449863803,1960,43,ACT,CENTRAL,0,123456789/496063,,https://indiacode.gov.in/server/api/core/items/12b12b76-b26b-460e-aee8-adf3c3374b01,https://indiacode.gov.in/act/12b12b76-b26b-460e-aee8-adf3c3374b01,https://indiacode.gov.in/act/12b12b76-b26b-460e-aee8-adf3c3374b01/sections,https://indiacode.gov.in/act/12b12b76-b26b-460e-aee8-adf3c3374b01/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
537,3c3c8329-a890-4059-88e5-6a13403e0c92,ACT,,,,,"The Delhi Primary Education Act, 1960",AC_CEN_9_9_00003_196039_1517807319675,1960,39,ACT,CENTRAL,,123456789/496771,,https://indiacode.gov.in/server/api/core/items/3c3c8329-a890-4059-88e5-6a13403e0c92,https://indiacode.gov.in/act/3c3c8329-a890-4059-88e5-6a13403e0c92,https://indiacode.gov.in/act/3c3c8329-a890-4059-88e5-6a13403e0c92/sections,https://indiacode.gov.in/act/3c3c8329-a890-4059-88e5-6a13403e0c92/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
538,e4493815-de7b-4f36-a5dc-323cf39fa43a,ACT,,,,,"The Manipur Land Revenue and Land Reforms Act, 1960",AC_CEN_18_21_00002_196033_1517807318501,1960,33,ACT,CENTRAL,,123456789/496055,,https://indiacode.gov.in/server/api/core/items/e4493815-de7b-4f36-a5dc-323cf39fa43a,https://indiacode.gov.in/act/e4493815-de7b-4f36-a5dc-323cf39fa43a,https://indiacode.gov.in/act/e4493815-de7b-4f36-a5dc-323cf39fa43a/sections,https://indiacode.gov.in/act/e4493815-de7b-4f36-a5dc-323cf39fa43a/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
539,011e0fc4-e843-4a2d-bf79-846196ea5d11,ACT,,,,,"The International Development Association (Status, Immunities and Privileges) Act, 1960",AC_CEN_10_10_00005_196032_1517807319165,1960,32,ACT,CENTRAL,,123456789/495937,,https://indiacode.gov.in/server/api/core/items/011e0fc4-e843-4a2d-bf79-846196ea5d11,https://indiacode.gov.in/act/011e0fc4-e843-4a2d-bf79-846196ea5d11,https://indiacode.gov.in/act/011e0fc4-e843-4a2d-bf79-846196ea5d11/sections,https://indiacode.gov.in/act/011e0fc4-e843-4a2d-bf79-846196ea5d11/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
540,3e3136f6-b42b-4446-85b3-7b3725453bff,ACT,,,,,"The Delhi Land Holdings (Ceiling) Act, 1960",AC_CEN_17_19_00002_196024_1517807319468,1960,24,ACT,CENTRAL,,123456789/496033,,https://indiacode.gov.in/server/api/core/items/3e3136f6-b42b-4446-85b3-7b3725453bff,https://indiacode.gov.in/act/3e3136f6-b42b-4446-85b3-7b3725453bff,https://indiacode.gov.in/act/3e3136f6-b42b-4446-85b3-7b3725453bff/sections,https://indiacode.gov.in/act/3e3136f6-b42b-4446-85b3-7b3725453bff/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
541,a51533c8-4ddc-47d1-bf94-ba98909a28be,ACT,,,,,"The Bombay Reorganisation Act, 1960",AC_CEN_5_5_00011_196011_1517807319436,1960,11,ACT,CENTRAL,,123456789/496597,,https://indiacode.gov.in/server/api/core/items/a51533c8-4ddc-47d1-bf94-ba98909a28be,https://indiacode.gov.in/act/a51533c8-4ddc-47d1-bf94-ba98909a28be,https://indiacode.gov.in/act/a51533c8-4ddc-47d1-bf94-ba98909a28be/sections,https://indiacode.gov.in/act/a51533c8-4ddc-47d1-bf94-ba98909a28be/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
542,bd5d79b7-2f50-4ac2-8e75-dd00ead2f755,ACT,,,,,"The Orphanages and other Charitable Homes (Supervision and Control) Act, 1960",AC_CEN_12_13_00004_196010_1517807318791,1960,10,ACT,CENTRAL,,123456789/495971,,https://indiacode.gov.in/server/api/core/items/bd5d79b7-2f50-4ac2-8e75-dd00ead2f755,https://indiacode.gov.in/act/bd5d79b7-2f50-4ac2-8e75-dd00ead2f755,https://indiacode.gov.in/act/bd5d79b7-2f50-4ac2-8e75-dd00ead2f755/sections,https://indiacode.gov.in/act/bd5d79b7-2f50-4ac2-8e75-dd00ead2f755/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
543,4aecc350-c758-471c-8888-fe2fb8b792e5,ACT,,,,,"The Geneva Conventions Act, 1960",AC_CEN_10_10_00004_196006_1517807318923,1960,6,ACT,CENTRAL,,123456789/495936,,https://indiacode.gov.in/server/api/core/items/4aecc350-c758-471c-8888-fe2fb8b792e5,https://indiacode.gov.in/act/4aecc350-c758-471c-8888-fe2fb8b792e5,https://indiacode.gov.in/act/4aecc350-c758-471c-8888-fe2fb8b792e5/sections,https://indiacode.gov.in/act/4aecc350-c758-471c-8888-fe2fb8b792e5/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
