rank,uuid,collection_filter,canonical_id,expected_title,expected_year,expected_number,title,observed_act_id,observed_act_year,observed_act_number,collection,state_name,no_of_section,handle,last_modified,api_url,public_url,sections_url,schedules_url,inventory_source_blob_sha256,raw_blob_sha256
461,a37cfd06-5f22-45f1-a798-ac86d552467b,ACT,,,,,"The Khuda Bakhsh Oriental Public Library Act, 1969",AC_CEN_27_37_00011_196943_1517807324568,1969,43,ACT,CENTRAL,,123456789/496191,,https://indiacode.gov.in/server/api/core/items/a37cfd06-5f22-45f1-a798-ac86d552467b,https://indiacode.gov.in/act/a37cfd06-5f22-45f1-a798-ac86d552467b,https://indiacode.gov.in/act/a37cfd06-5f22-45f1-a798-ac86d552467b/sections,https://indiacode.gov.in/act/a37cfd06-5f22-45f1-a798-ac86d552467b/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
462,dc3e95a3-9b4f-4334-b06d-6fe7838eec71,ACT,,,,,"The Foreign Marriage Act, 1969",AC_CEN_3_20_00029_196933_1517807324405,1969,33,ACT,CENTRAL,,123456789/496403,,https://indiacode.gov.in/server/api/core/items/dc3e95a3-9b4f-4334-b06d-6fe7838eec71,https://indiacode.gov.in/act/dc3e95a3-9b4f-4334-b06d-6fe7838eec71,https://indiacode.gov.in/act/dc3e95a3-9b4f-4334-b06d-6fe7838eec71/sections,https://indiacode.gov.in/act/dc3e95a3-9b4f-4334-b06d-6fe7838eec71/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
463,4cdc8541-f479-4b37-9348-0c7941e1fb6f,ACT,,,,,"The Union Territories (Separation of Judicial and Executive Functions) Act, 1969",AC_CEN_5_5_00042_196919_1517807324103,1969,19,ACT,CENTRAL,,123456789/496623,,https://indiacode.gov.in/server/api/core/items/4cdc8541-f479-4b37-9348-0c7941e1fb6f,https://indiacode.gov.in/act/4cdc8541-f479-4b37-9348-0c7941e1fb6f,https://indiacode.gov.in/act/4cdc8541-f479-4b37-9348-0c7941e1fb6f/sections,https://indiacode.gov.in/act/4cdc8541-f479-4b37-9348-0c7941e1fb6f/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
464,f8696654-4d13-4754-a060-1e5816bfeee6,ACT,,,,,"The Registration of Births and Deaths Act, 1969",AC_CEN_5_40_00006_196918_1517807324141,1969,18,ACT,CENTRAL,,123456789/496581,,https://indiacode.gov.in/server/api/core/items/f8696654-4d13-4754-a060-1e5816bfeee6,https://indiacode.gov.in/act/f8696654-4d13-4754-a060-1e5816bfeee6,https://indiacode.gov.in/act/f8696654-4d13-4754-a060-1e5816bfeee6/sections,https://indiacode.gov.in/act/f8696654-4d13-4754-a060-1e5816bfeee6/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
465,309ed210-03bd-498f-b43a-915cad4399d6,ACT,,,,,"The President (Discharge of Functions) Act, 1969",AC_CEN_5_40_00005_196916_1517807321216,1969,16,ACT,CENTRAL,,123456789/496580,,https://indiacode.gov.in/server/api/core/items/309ed210-03bd-498f-b43a-915cad4399d6,https://indiacode.gov.in/act/309ed210-03bd-498f-b43a-915cad4399d6,https://indiacode.gov.in/act/309ed210-03bd-498f-b43a-915cad4399d6/sections,https://indiacode.gov.in/act/309ed210-03bd-498f-b43a-915cad4399d6/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
466,8bd579fb-90c7-478a-88ac-e40c2d3e2e36,ACT,,,,,"The Legislative Assembly of Nagaland (Change in Representation) Act, 1968",AC_CEN_3_20_00011_196861_1517807320262,1968,61,ACT,CENTRAL,,123456789/496393,,https://indiacode.gov.in/server/api/core/items/8bd579fb-90c7-478a-88ac-e40c2d3e2e36,https://indiacode.gov.in/act/8bd579fb-90c7-478a-88ac-e40c2d3e2e36,https://indiacode.gov.in/act/8bd579fb-90c7-478a-88ac-e40c2d3e2e36/sections,https://indiacode.gov.in/act/8bd579fb-90c7-478a-88ac-e40c2d3e2e36/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
467,5c94ffc6-0aee-4ce1-9cce-5cc94ca57f65,ACT,,,,,"The Judges (Inquiry) Act, 1968",AC_CEN_3_3_00008_196851_1517807319594,1968,51,ACT,CENTRAL,,123456789/496471,,https://indiacode.gov.in/server/api/core/items/5c94ffc6-0aee-4ce1-9cce-5cc94ca57f65,https://indiacode.gov.in/act/5c94ffc6-0aee-4ce1-9cce-5cc94ca57f65,https://indiacode.gov.in/act/5c94ffc6-0aee-4ce1-9cce-5cc94ca57f65/sections,https://indiacode.gov.in/act/5c94ffc6-0aee-4ce1-9cce-5cc94ca57f65/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
468,a5cd4700-5ab8-41ee-be2e-18ca8e39c732,ACT,,,,,"The Central Industrial Security Force Act, 1968",AC_CEN_5_23_00009_196850_1517807320389,1968,50,ACT,CENTRAL,,123456789/496527,,https://indiacode.gov.in/server/api/core/items/a5cd4700-5ab8-41ee-be2e-18ca8e39c732,https://indiacode.gov.in/act/a5cd4700-5ab8-41ee-be2e-18ca8e39c732,https://indiacode.gov.in/act/a5cd4700-5ab8-41ee-be2e-18ca8e39c732/sections,https://indiacode.gov.in/act/a5cd4700-5ab8-41ee-be2e-18ca8e39c732/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
469,4b02f3f9-5987-4d4f-a10a-9ad8432b91ac,ACT,,,,,"The Border Security Force Act, 1968",AC_CEN_5_23_00003_196847_1517807319062,1968,47,ACT,CENTRAL,,123456789/496523,,https://indiacode.gov.in/server/api/core/items/4b02f3f9-5987-4d4f-a10a-9ad8432b91ac,https://indiacode.gov.in/act/4b02f3f9-5987-4d4f-a10a-9ad8432b91ac,https://indiacode.gov.in/act/4b02f3f9-5987-4d4f-a10a-9ad8432b91ac/sections,https://indiacode.gov.in/act/4b02f3f9-5987-4d4f-a10a-9ad8432b91ac/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
470,bf0ad290-f016-480d-9832-2b81d29e9975,ACT,,,,,"The Insecticides Act, 1968",AC_CEN_23_31_00001_196846_1517807318487,1968,46,ACT,CENTRAL,,123456789/496129,,https://indiacode.gov.in/server/api/core/items/bf0ad290-f016-480d-9832-2b81d29e9975,https://indiacode.gov.in/act/bf0ad290-f016-480d-9832-2b81d29e9975,https://indiacode.gov.in/act/bf0ad290-f016-480d-9832-2b81d29e9975/sections,https://indiacode.gov.in/act/bf0ad290-f016-480d-9832-2b81d29e9975/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
471,eb8c3158-1100-482f-8120-d102d45944f2,ACT,,,,,"The Andhra Pradesh and Mysore (Transfer of Territory) Act, 1968",AC_CEN_5_5_00016_196836_1517807320060,1968,36,ACT,CENTRAL,,123456789/496601,,https://indiacode.gov.in/server/api/core/items/eb8c3158-1100-482f-8120-d102d45944f2,https://indiacode.gov.in/act/eb8c3158-1100-482f-8120-d102d45944f2,https://indiacode.gov.in/act/eb8c3158-1100-482f-8120-d102d45944f2/sections,https://indiacode.gov.in/act/eb8c3158-1100-482f-8120-d102d45944f2/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
472,01d8d550-7b97-441b-ad6d-38d0f3cd91f4,ACT,,,,,"The Enemy Property Act, 1968",AC_CEN_10_10_00006_196834_1517807319967,1968,34,ACT,CENTRAL,,123456789/495938,,https://indiacode.gov.in/server/api/core/items/01d8d550-7b97-441b-ad6d-38d0f3cd91f4,https://indiacode.gov.in/act/01d8d550-7b97-441b-ad6d-38d0f3cd91f4,https://indiacode.gov.in/act/01d8d550-7b97-441b-ad6d-38d0f3cd91f4/sections,https://indiacode.gov.in/act/01d8d550-7b97-441b-ad6d-38d0f3cd91f4/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
473,d4607b1c-6fca-4dfa-b752-7a038752b85e,ACT,,,,,"The Central Laws (Extension to Jammu and Kashmir) Act, 1968",AC_CEN_5_34_00001_196825_1517807318681,1968,25,ACT,CENTRAL,,123456789/496572,,https://indiacode.gov.in/server/api/core/items/d4607b1c-6fca-4dfa-b752-7a038752b85e,https://indiacode.gov.in/act/d4607b1c-6fca-4dfa-b752-7a038752b85e,https://indiacode.gov.in/act/d4607b1c-6fca-4dfa-b752-7a038752b85e/sections,https://indiacode.gov.in/act/d4607b1c-6fca-4dfa-b752-7a038752b85e/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
474,93313dad-9330-48e2-9721-bea57f81446e,ACT,,,,,"The Civil Defence Act, 1968",AC_CEN_5_23_00004_196827_1517807319412,1968,27,ACT,CENTRAL,,123456789/496524,,https://indiacode.gov.in/server/api/core/items/93313dad-9330-48e2-9721-bea57f81446e,https://indiacode.gov.in/act/93313dad-9330-48e2-9721-bea57f81446e,https://indiacode.gov.in/act/93313dad-9330-48e2-9721-bea57f81446e/sections,https://indiacode.gov.in/act/93313dad-9330-48e2-9721-bea57f81446e/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
475,c34907fd-ca62-4953-96cd-db7a0e466c8f,ACT,,,,,"The Pondicherry (Extension of Laws) Act, 1968",AC_CEN_5_5_00018_196826_1517807320284,1968,26,ACT,CENTRAL,,123456789/496603,,https://indiacode.gov.in/server/api/core/items/c34907fd-ca62-4953-96cd-db7a0e466c8f,https://indiacode.gov.in/act/c34907fd-ca62-4953-96cd-db7a0e466c8f,https://indiacode.gov.in/act/c34907fd-ca62-4953-96cd-db7a0e466c8f/sections,https://indiacode.gov.in/act/c34907fd-ca62-4953-96cd-db7a0e466c8f/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
476,f21223ed-908b-44d3-81c3-e1054a97ee41,ACT,,,,,"The Bihar and Uttar Pradesh (Alteration of Boundaries) Act, 1968",AC_CEN_5_5_00007_196824_1517807318543,1968,24,ACT,CENTRAL,,123456789/496595,,https://indiacode.gov.in/server/api/core/items/f21223ed-908b-44d3-81c3-e1054a97ee41,https://indiacode.gov.in/act/f21223ed-908b-44d3-81c3-e1054a97ee41,https://indiacode.gov.in/act/f21223ed-908b-44d3-81c3-e1054a97ee41/sections,https://indiacode.gov.in/act/f21223ed-908b-44d3-81c3-e1054a97ee41/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
477,2e74ca60-219a-4765-b1b4-94b33c91f539,ACT,,,,,"The Jammu and Kashmir Representation of the People (Supplementary) Act, 1968",AC_CEN_3_20_00072_19683_1532945434555,1968,3,ACT,CENTRAL,0,123456789/496448,,https://indiacode.gov.in/server/api/core/items/2e74ca60-219a-4765-b1b4-94b33c91f539,https://indiacode.gov.in/act/2e74ca60-219a-4765-b1b4-94b33c91f539,https://indiacode.gov.in/act/2e74ca60-219a-4765-b1b4-94b33c91f539/sections,https://indiacode.gov.in/act/2e74ca60-219a-4765-b1b4-94b33c91f539/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
478,fa986084-35d9-4391-a7e1-9561c880d8bb,ACT,,,,,"The Unlawful Activities (Prevention) Act, 1967",AC_CEN_5_23_00001_196737_1517807318055,1967,37,ACT,CENTRAL,,123456789/496521,,https://indiacode.gov.in/server/api/core/items/fa986084-35d9-4391-a7e1-9561c880d8bb,https://indiacode.gov.in/act/fa986084-35d9-4391-a7e1-9561c880d8bb,https://indiacode.gov.in/act/fa986084-35d9-4391-a7e1-9561c880d8bb/sections,https://indiacode.gov.in/act/fa986084-35d9-4391-a7e1-9561c880d8bb/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
479,ef0710ef-dbdf-4838-9119-d4e33c8ee1f9,ACT,,,,,"The Passports Act, 1967",AC_CEN_10_10_00008_196715_1517807321481,1967,15,ACT,CENTRAL,,123456789/495940,,https://indiacode.gov.in/server/api/core/items/ef0710ef-dbdf-4838-9119-d4e33c8ee1f9,https://indiacode.gov.in/act/ef0710ef-dbdf-4838-9119-d4e33c8ee1f9,https://indiacode.gov.in/act/ef0710ef-dbdf-4838-9119-d4e33c8ee1f9/sections,https://indiacode.gov.in/act/ef0710ef-dbdf-4838-9119-d4e33c8ee1f9/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
480,703c82a7-d119-49c4-bccf-b4cdc7765118,ACT,,,,,"The Land Acquisition (Amendment and Validation) Act, 1967",AC_CEN_18_43_00007_196713_1673602452661,1967,13,ACT,CENTRAL,0,123456789/496071,,https://indiacode.gov.in/server/api/core/items/703c82a7-d119-49c4-bccf-b4cdc7765118,https://indiacode.gov.in/act/703c82a7-d119-49c4-bccf-b4cdc7765118,https://indiacode.gov.in/act/703c82a7-d119-49c4-bccf-b4cdc7765118/sections,https://indiacode.gov.in/act/703c82a7-d119-49c4-bccf-b4cdc7765118/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
481,11b5883b-b60e-407b-9a74-44381eb236cf,ACT,,,,,"The Seeds Act, 1966",AC_CEN_23_47_00004_196654_1517807324995,1966,54,ACT,CENTRAL,,123456789/496139,,https://indiacode.gov.in/server/api/core/items/11b5883b-b60e-407b-9a74-44381eb236cf,https://indiacode.gov.in/act/11b5883b-b60e-407b-9a74-44381eb236cf,https://indiacode.gov.in/act/11b5883b-b60e-407b-9a74-44381eb236cf/sections,https://indiacode.gov.in/act/11b5883b-b60e-407b-9a74-44381eb236cf/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
482,4ae79954-9716-4dae-bc69-acf8a4bc9553,ACT,,,,,"The Jawaharlal Nehru University Act, 1966",AC_CEN_9_30_00016_196653_1517807324379,1966,53,ACT,CENTRAL,,123456789/496742,,https://indiacode.gov.in/server/api/core/items/4ae79954-9716-4dae-bc69-acf8a4bc9553,https://indiacode.gov.in/act/4ae79954-9716-4dae-bc69-acf8a4bc9553,https://indiacode.gov.in/act/4ae79954-9716-4dae-bc69-acf8a4bc9553/sections,https://indiacode.gov.in/act/4ae79954-9716-4dae-bc69-acf8a4bc9553/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
483,8a0e286a-4f0c-413b-8e69-dab16644313d,ACT,,,,,"The Post-Graduate Institute of Medical Education and Research, Chandigarh, Act 1966",AC_CEN_9_30_00015_196651_1517807324310,1966,51,ACT,CENTRAL,,123456789/496741,,https://indiacode.gov.in/server/api/core/items/8a0e286a-4f0c-413b-8e69-dab16644313d,https://indiacode.gov.in/act/8a0e286a-4f0c-413b-8e69-dab16644313d,https://indiacode.gov.in/act/8a0e286a-4f0c-413b-8e69-dab16644313d/sections,https://indiacode.gov.in/act/8a0e286a-4f0c-413b-8e69-dab16644313d/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
484,acb7d012-05f3-4e04-9259-db5372680451,ACT,,,,,"The Police-Forces (Restriction of Rights) Act, 1966",AC_CEN_5_23_00017_196633_1517807324758,1966,33,ACT,CENTRAL,,123456789/496531,,https://indiacode.gov.in/server/api/core/items/acb7d012-05f3-4e04-9259-db5372680451,https://indiacode.gov.in/act/acb7d012-05f3-4e04-9259-db5372680451,https://indiacode.gov.in/act/acb7d012-05f3-4e04-9259-db5372680451/sections,https://indiacode.gov.in/act/acb7d012-05f3-4e04-9259-db5372680451/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
485,f992cbc9-fa10-4b82-b50b-03cd3b3bcb52,ACT,,,,,"The Punjab Reorganisation Act, 1966",AC_CEN_5_5_00014_196631_1517807319807,1966,31,ACT,CENTRAL,,123456789/496600,,https://indiacode.gov.in/server/api/core/items/f992cbc9-fa10-4b82-b50b-03cd3b3bcb52,https://indiacode.gov.in/act/f992cbc9-fa10-4b82-b50b-03cd3b3bcb52,https://indiacode.gov.in/act/f992cbc9-fa10-4b82-b50b-03cd3b3bcb52/sections,https://indiacode.gov.in/act/f992cbc9-fa10-4b82-b50b-03cd3b3bcb52/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
486,41fae469-4529-457d-aaeb-6ccd054c02b0,ACT,,,,,"The Railway Property (Unlawful Possession) Act, 1966",AC_CEN_1_1_00005_196629_1517807324593,1966,29,ACT,CENTRAL,,123456789/496088,,https://indiacode.gov.in/server/api/core/items/41fae469-4529-457d-aaeb-6ccd054c02b0,https://indiacode.gov.in/act/41fae469-4529-457d-aaeb-6ccd054c02b0,https://indiacode.gov.in/act/41fae469-4529-457d-aaeb-6ccd054c02b0/sections,https://indiacode.gov.in/act/41fae469-4529-457d-aaeb-6ccd054c02b0/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
487,3c929b66-d3b5-4955-a8a1-29ddba500cfb,ACT,,,,,"The Delhi High Court Act, 1966",AC_CEN_3_3_00016_196626_1517807324274,1966,26,ACT,CENTRAL,,123456789/496475,,https://indiacode.gov.in/server/api/core/items/3c929b66-d3b5-4955-a8a1-29ddba500cfb,https://indiacode.gov.in/act/3c929b66-d3b5-4955-a8a1-29ddba500cfb,https://indiacode.gov.in/act/3c929b66-d3b5-4955-a8a1-29ddba500cfb/sections,https://indiacode.gov.in/act/3c929b66-d3b5-4955-a8a1-29ddba500cfb/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
488,8a13e8c3-a82d-4364-b684-6ecd668e27cf,ACT,,,,,"The Asian Development Bank Act, 1966",AC_CEN_2_11_00015_196618_1517807319945,1966,18,ACT,CENTRAL,,123456789/496233,,https://indiacode.gov.in/server/api/core/items/8a13e8c3-a82d-4364-b684-6ecd668e27cf,https://indiacode.gov.in/act/8a13e8c3-a82d-4364-b684-6ecd668e27cf,https://indiacode.gov.in/act/8a13e8c3-a82d-4364-b684-6ecd668e27cf/sections,https://indiacode.gov.in/act/8a13e8c3-a82d-4364-b684-6ecd668e27cf/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
489,5e04d948-a5d0-4e5f-8088-a23c39a92a05,ACT,,,,,"The Seamen's Provident Fund Act, 1966",AC_CEN_6_6_00013_196604_1517807320985,1966,4,ACT,CENTRAL,,123456789/496705,,https://indiacode.gov.in/server/api/core/items/5e04d948-a5d0-4e5f-8088-a23c39a92a05,https://indiacode.gov.in/act/5e04d948-a5d0-4e5f-8088-a23c39a92a05,https://indiacode.gov.in/act/5e04d948-a5d0-4e5f-8088-a23c39a92a05/sections,https://indiacode.gov.in/act/5e04d948-a5d0-4e5f-8088-a23c39a92a05/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
490,7a799cf5-cef1-41e6-8fd2-62995ebda783,ACT,,,,,"The Union Territories (Direct Election to the House of the People) Act, 1965",AC_CEN_3_20_00007_196549_1517807319766,1965,49,ACT,CENTRAL,,123456789/496391,,https://indiacode.gov.in/server/api/core/items/7a799cf5-cef1-41e6-8fd2-62995ebda783,https://indiacode.gov.in/act/7a799cf5-cef1-41e6-8fd2-62995ebda783,https://indiacode.gov.in/act/7a799cf5-cef1-41e6-8fd2-62995ebda783/sections,https://indiacode.gov.in/act/7a799cf5-cef1-41e6-8fd2-62995ebda783/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
491,7aa76c7e-0ca0-4cd8-ac61-fc0fdbd1a2bd,ACT,,,,,"The Cardamom Act, 1965",AC_CEN_11_12_00002_196542_1517807318367,1965,42,ACT,CENTRAL,,123456789/495952,,https://indiacode.gov.in/server/api/core/items/7aa76c7e-0ca0-4cd8-ac61-fc0fdbd1a2bd,https://indiacode.gov.in/act/7aa76c7e-0ca0-4cd8-ac61-fc0fdbd1a2bd,https://indiacode.gov.in/act/7aa76c7e-0ca0-4cd8-ac61-fc0fdbd1a2bd/sections,https://indiacode.gov.in/act/7aa76c7e-0ca0-4cd8-ac61-fc0fdbd1a2bd/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
492,dea0557b-c50f-4277-b3c9-8f1b36d20145,ACT,,,,,"The Railways (Employment of Members of the Armed Forces) Act, 1965",AC_CEN_1_1_00002_196540_1517807319909,1965,40,ACT,CENTRAL,,123456789/496086,,https://indiacode.gov.in/server/api/core/items/dea0557b-c50f-4277-b3c9-8f1b36d20145,https://indiacode.gov.in/act/dea0557b-c50f-4277-b3c9-8f1b36d20145,https://indiacode.gov.in/act/dea0557b-c50f-4277-b3c9-8f1b36d20145/sections,https://indiacode.gov.in/act/dea0557b-c50f-4277-b3c9-8f1b36d20145/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
493,2c621058-2159-4881-9c0c-eca269fe6a3d,ACT,,,,,"The Goa, Daman and Diu (Extension of the Code of Civil Procedure and the Arbitration Act) Act, 1965",AC_CEN_3_20_000010_196530_1517807320098,1965,30,ACT,CENTRAL,,123456789/496386,,https://indiacode.gov.in/server/api/core/items/2c621058-2159-4881-9c0c-eca269fe6a3d,https://indiacode.gov.in/act/2c621058-2159-4881-9c0c-eca269fe6a3d,https://indiacode.gov.in/act/2c621058-2159-4881-9c0c-eca269fe6a3d/sections,https://indiacode.gov.in/act/2c621058-2159-4881-9c0c-eca269fe6a3d/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
494,200f8df6-69b1-4d87-8c91-fed6e66774ac,ACT,,,,,"The Warehousing Corporations (Supplementary) Act, 1965",AC_CEN_21_28_00002_196520_1517807319565,1965,20,ACT,CENTRAL,,123456789/496106,,https://indiacode.gov.in/server/api/core/items/200f8df6-69b1-4d87-8c91-fed6e66774ac,https://indiacode.gov.in/act/200f8df6-69b1-4d87-8c91-fed6e66774ac,https://indiacode.gov.in/act/200f8df6-69b1-4d87-8c91-fed6e66774ac/sections,https://indiacode.gov.in/act/200f8df6-69b1-4d87-8c91-fed6e66774ac/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
495,34200925-cabc-465e-92df-d0e9345ca7ca,ACT,,,,,"The Food Corporations Act, 1964",AC_CEN_39_65_00001_196437_1517807322282,1964,37,ACT,CENTRAL,,123456789/496381,,https://indiacode.gov.in/server/api/core/items/34200925-cabc-465e-92df-d0e9345ca7ca,https://indiacode.gov.in/act/34200925-cabc-465e-92df-d0e9345ca7ca,https://indiacode.gov.in/act/34200925-cabc-465e-92df-d0e9345ca7ca/sections,https://indiacode.gov.in/act/34200925-cabc-465e-92df-d0e9345ca7ca/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
496,aff71098-3cc6-4b8b-8efb-48760df6e142,ACT,,,,,"The Legal Tender (Inscribed Notes) Act, 1964",AC_CEN_2_11_00025_196428_1517807321930,1964,28,ACT,CENTRAL,,123456789/496241,,https://indiacode.gov.in/server/api/core/items/aff71098-3cc6-4b8b-8efb-48760df6e142,https://indiacode.gov.in/act/aff71098-3cc6-4b8b-8efb-48760df6e142,https://indiacode.gov.in/act/aff71098-3cc6-4b8b-8efb-48760df6e142/sections,https://indiacode.gov.in/act/aff71098-3cc6-4b8b-8efb-48760df6e142/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
497,6f1aa694-8385-4552-8429-91fb6fa8cb10,ACT,,,,,"The Taxation Laws (Continuation and Validation of Recovery Proceedings) Act, 1964",AC_CEN_2_2_00021_196411_1517807322392,1964,11,ACT,CENTRAL,,123456789/496288,,https://indiacode.gov.in/server/api/core/items/6f1aa694-8385-4552-8429-91fb6fa8cb10,https://indiacode.gov.in/act/6f1aa694-8385-4552-8429-91fb6fa8cb10,https://indiacode.gov.in/act/6f1aa694-8385-4552-8429-91fb6fa8cb10/sections,https://indiacode.gov.in/act/6f1aa694-8385-4552-8429-91fb6fa8cb10/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
498,fe6585ce-21e5-4eae-b1af-26cda8e2af7b,ACT,,,,,"The Dakshina Bharat Hindi Prachar Sabha Act, 1964",AC_CEN_9_30_00007_196414_1517807322573,1964,14,ACT,CENTRAL,,123456789/496734,,https://indiacode.gov.in/server/api/core/items/fe6585ce-21e5-4eae-b1af-26cda8e2af7b,https://indiacode.gov.in/act/fe6585ce-21e5-4eae-b1af-26cda8e2af7b,https://indiacode.gov.in/act/fe6585ce-21e5-4eae-b1af-26cda8e2af7b/sections,https://indiacode.gov.in/act/fe6585ce-21e5-4eae-b1af-26cda8e2af7b/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
499,9a264d5d-56ee-4ff7-be34-559fc6ca5666,ACT,,,,,"The Companies (Profits) Surtax Act, 1964",AC_CEN_2_45_00002_196407_1517807321251,1964,7,ACT,CENTRAL,,123456789/496325,,https://indiacode.gov.in/server/api/core/items/9a264d5d-56ee-4ff7-be34-559fc6ca5666,https://indiacode.gov.in/act/9a264d5d-56ee-4ff7-be34-559fc6ca5666,https://indiacode.gov.in/act/9a264d5d-56ee-4ff7-be34-559fc6ca5666/sections,https://indiacode.gov.in/act/9a264d5d-56ee-4ff7-be34-559fc6ca5666/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
500,5b64ccdf-d145-4658-a1ac-20c6bca8cdeb,ACT,,,,,"The Central Boards of Revenue Act, 1963",AC_CEN_2_2_00004_196354_1517807318186,1963,54,ACT,CENTRAL,,123456789/496279,,https://indiacode.gov.in/server/api/core/items/5b64ccdf-d145-4658-a1ac-20c6bca8cdeb,https://indiacode.gov.in/act/5b64ccdf-d145-4658-a1ac-20c6bca8cdeb,https://indiacode.gov.in/act/5b64ccdf-d145-4658-a1ac-20c6bca8cdeb/sections,https://indiacode.gov.in/act/5b64ccdf-d145-4658-a1ac-20c6bca8cdeb/schedules,1c54bea365437417756f14aac811c169eb25e11a93dd8b992aae054aea60f625,
501,e0a1c7bb-8bed-47d7-a0b6-9fd3c8a3944c,ACT,,,,,"The Specific Relief Act, 1963",AC_CEN_3_20_00009_196347_1517807320084,1963,47,ACT,CENTRAL,,123456789/496392,,https://indiacode.gov.in/server/api/core/items/e0a1c7bb-8bed-47d7-a0b6-9fd3c8a3944c,https://indiacode.gov.in/act/e0a1c7bb-8bed-47d7-a0b6-9fd3c8a3944c,https://indiacode.gov.in/act/e0a1c7bb-8bed-47d7-a0b6-9fd3c8a3944c/sections,https://indiacode.gov.in/act/e0a1c7bb-8bed-47d7-a0b6-9fd3c8a3944c/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
502,148f2cce-5b31-4526-8f44-9598b624a02c,ACT,,,,,"The Administrators-General Act, 1963",AC_CEN_3_20_00006_196345_1517807319400,1963,45,ACT,CENTRAL,,123456789/496390,,https://indiacode.gov.in/server/api/core/items/148f2cce-5b31-4526-8f44-9598b624a02c,https://indiacode.gov.in/act/148f2cce-5b31-4526-8f44-9598b624a02c,https://indiacode.gov.in/act/148f2cce-5b31-4526-8f44-9598b624a02c/sections,https://indiacode.gov.in/act/148f2cce-5b31-4526-8f44-9598b624a02c/schedules,7f9406131d94ded2593b4bce730bcd918ad6c3d823f3dc5c36319bdb78515202,
